Project:,jg_gelma_fibers_recovery_osc,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Test:,85um_fibers_r2,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Result:,Pre-UV recovery,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,28,22.357,531.8,22.95,111.66,563.78,5.05,91471,0.8,-0.02,157.66,"MV-,WMa,TruStrain™",6423.5,1.12E+03
,29,22.929,532.4,22.95,122.76,414.03,3.37,68730,0.8,0,115.03,"MV-,WMa,TruStrain™",4686.7,1.09E+03
,30,23.536,533,22.95,126.29,267.6,2.12,47095,0.8,0,76.818,"MV-,WMa,TruStrain™",3129.9,1.06E+03
,31,24.183,533.7,22.95,100.9,121.68,1.21,25158,0.8,-0.01,40.172,"MV-,WMa,TruStrain™",1636.7,1.04E+03
,32,24.872,534.4,22.95,61.225,43.5,0.71,11953,0.8,0.01,18.892,"MV-,WMa,TruStrain™",769.72,1.02E+03
,33,25.604,535.1,22.95,67.908,130.57,1.92,23424,0.8,0,36.807,"WMa,TruStrain™",1499.7,1.02E+03
,34,26.384,535.9,22.95,54.573,165.06,3.02,27669,0.8,-0.02,43.137,"WMa,TruStrain™",1757.6,1.01E+03
,35,27.214,536.7,22.95,52.276,220.46,4.22,36060,0.8,-0.01,56.072,"WMa,TruStrain™",2284.6,1.01E+03
,36,28.097,537.6,22.95,45.072,239.3,5.31,38755,0.8,0,60.148,"WMa,TruStrain™",2450.6,1.01E+03
,37,29.036,538.5,22.95,43.751,251.96,5.76,40701,0.8,0,63.114,"WMa,TruStrain™",2571.5,1.01E+03
,38,30.036,539.5,22.95,43.374,258.5,5.96,41717,0.8,0,64.667,"WMa,TruStrain™",2634.8,1.01E+03
,,,,,,,,,,,,,,
Interval and data points:,3,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,30.138,539.6,22.95,7232.7,0.36163,5E-05,1.1511E+06,0.8,0.26,1771.1,"ME-,MV-,WMa,taD,TruStrain™",72162,998
,2,30.245,539.7,22.95,1291.1,10827,8.39,1.7354E+06,0.8,-0.01,2522.5,"ME-,MV-,WMa,TruStrain™",1.0278E+05,943
,3,30.358,539.8,22.95,2174.1,10362,4.77,1.6851E+06,0.8,-0.01,2142.5,"MV-,WMa,TruStrain™",87293,824
,4,30.479,540,22.95,4150.3,12137,2.92,2.0414E+06,0.8,-0.01,2219.6,"MV-,WMa,TruStrain™",90435,705
,5,30.607,540.1,22.95,6935,15663,2.26,2.7263E+06,0.8,-0.01,2438.4,"MV-,WMa,TruStrain™",99349,580
,6,30.743,540.2,22.95,11261,21327,1.89,3.8384E+06,0.8,-0.01,2643.5,"MV-,WMa,TruStrain™",1.0771E+05,447
,7,30.889,540.4,22.95,24175,32288,1.34,6.4195E+06,0.8,-0.01,2735.4,"MV-,WMa,TruStrain™",1.1145E+05,276
,8,31.043,540.5,22.95,72053,16907,0.235,1.1779E+07,0.8,-0.01,2611.3,"MV-,WMa,TruStrain™",1.0639E+05,144
,9,31.208,540.7,22.95,21168,1.0584,5E-05,3.3689E+06,0.8,-0.01,824.1,"ME-,WMa,taD,TruStrain™",33577,159
,10,31.383,540.9,22.95,781.48,5453.2,6.98,8.7677E+05,0.8,-0.01,219.74,"ME-,MV-,WMa,TruStrain™",8952.9,163
,11,31.569,541.1,22.95,2710.6,14365,5.3,2.3266E+06,0.8,-0.01,529.28,"MV-,WMa,TruStrain™",21565,148
,12,31.768,541.3,22.95,3695.1,31549,8.54,5.0555E+06,0.8,-0.01,787.91,"MV-,WMa,TruStrain™",32102,101
,13,31.979,541.5,22.95,3.9011,78022,2E+04,1.2418E+07,0.8,-0.01,784.52,"ME-,MV-,WMa,taD,TruStrain™",31964,41
,14,32.203,541.7,22.95,18.772,3.7544E+05,2E+04,5.9753E+07,0.8,-0.01,493.93,"ME-,MV-,WMa,taD,TruStrain™",20124,5.36
,15,32.442,541.9,22.95,4.5312E+05,22.656,5E-05,7.2116E+07,0.8,-0.01,82.786,"ME-,MV-,WMa,taD,TruStrain™",3373,0.744
,16,32.696,542.2,22.95,1.9538E+05,84204,0.431,3.3861E+07,0.8,-0.01,2.5342,"ME-,WMa,TruStrain™",103.25,0.0485
,17,32.967,542.5,22.95,53043,4646.8,0.0876,8.4744E+06,0.8,-0.01,0.77275,"WMa,TruStrain™",31.485,0.0591
,18,33.255,542.7,22.95,14827,7994,0.539,2.6809E+06,0.8,-0.01,0.25541,"WMa,TruStrain™",10.406,0.0618
,19,33.562,543,22.95,14367,13037,0.907,3.0877E+06,0.8,-0.01,0.34333,"WMa,TruStrain™",13.988,0.0721
,20,33.888,543.4,22.95,10915,7785.8,0.713,2.1339E+06,0.8,-0.01,0.28675,"WMa,TruStrain™",11.683,0.0871
,21,34.235,543.7,22.95,10203,5421.3,0.531,1.8389E+06,0.8,-0.01,0.28892,"WMa,TruStrain™",11.772,0.102
,22,34.605,544.1,22.95,12155,2873.1,0.236,1.9878E+06,0.8,-0.01,0.33467,"WMa,TruStrain™",13.636,0.109
,23,34.998,544.5,22.95,12544,37.926,0.00302,1.9964E+06,0.8,-0.01,0.33698,"WMa,TruStrain™",13.73,0.109
,24,35.416,544.9,22.95,12712,81.838,0.00644,2.0232E+06,0.8,-0.01,0.33369,"MV-,WMa,TruStrain™",13.596,0.107
,25,35.861,545.3,22.95,12322,272.74,0.0221,1.9617E+06,0.8,-0.01,0.31559,"WMa,TruStrain™",12.858,0.104
,26,36.335,545.8,22.95,12045,326.94,0.0271,1.9177E+06,0.8,-0.01,0.30312,"WMa,TruStrain™",12.35,0.102
,27,36.84,546.3,22.95,12365,412.3,0.0333,1.969E+06,0.8,-0.01,0.30891,"WMa,TruStrain™",12.586,0.102
,28,37.376,546.9,22.95,12663,1089.1,0.086,2.0229E+06,0.8,-0.01,0.31613,"WMa,TruStrain™",12.88,0.101
,29,37.948,547.4,22.95,13117,1065.7,0.0812,2.0945E+06,0.8,-0.01,0.32629,"WMa,TruStrain™",13.294,0.101
,30,38.555,548,22.95,13163,1035.2,0.0786,2.1015E+06,0.8,-0.01,0.32662,"WMa,TruStrain™",13.308,0.101
,31,39.202,548.7,22.95,13065,843.58,0.0646,2.0837E+06,0.8,-0.01,0.32342,"WMa,TruStrain™",13.177,0.101
,32,39.891,549.4,22.95,13184,307.66,0.0233,2.0989E+06,0.8,-0.01,0.32568,"WMa,TruStrain™",13.269,0.101
,33,40.623,550.1,22.95,11685,318.24,0.0272,1.8604E+06,0.8,-0.05,0.28861,"MV-,WMa,TruStrain™",11.759,0.101
,34,41.403,550.9,22.95,8901.6,0.44508,5E-05,1.4167E+06,0.8,-0.04,0.21975,"ME-,MV-,WMa,taD,TruStrain™",8.9533,0.101
,35,42.233,551.7,22.95,25300,5120.5,0.202,4.1083E+06,0.8,-0.01,0.6343,"ME-,MV-,WMa,TruStrain™",25.844,0.1
,36,43.116,552.6,22.95,13901,6266.8,0.451,2.4268E+06,0.8,-0.01,0.3765,"MV-,WMa,TruStrain™",15.34,0.101
,37,44.055,553.5,22.95,13478,3227.4,0.239,2.2057E+06,0.8,-0.01,0.34235,"WMa,TruStrain™",13.948,0.101
,38,45.055,554.5,22.95,12516,709.16,0.0567,1.9951E+06,0.8,-0.01,0.30922,"WMa,TruStrain™",12.599,0.101
,,,,,,,,,,,,,,
Interval and data points:,4,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,45.157,554.6,22.95,3.556E+06,5.2335E+05,0.147,5.7205E+08,0.8,-0.09,4201.5,"MV-,WMa,TruStrain™",1.7118E+05,4.76
,2,45.264,554.7,22.95,3.2723E+05,16.361,5E-05,5.208E+07,0.8,0.25,6059.1,"ME-,WMa,taD,TruStrain™",2.4687E+05,75.4
,3,45.377,554.9,22.95,3.9861E+05,19.93,5E-05,6.3441E+07,0.8,0.14,12359,"ME-,MV-,WMa,taD,TruStrain™",5.0354E+05,126
,4,45.498,555,22.95,5.1638,1.0328E+05,2E+04,1.6437E+07,0.8,-0.02,3189,"ME-,MV-,WMa,taD,TruStrain™",1.2993E+05,126
,5,45.626,555.1,22.95,16550,81510,4.93,1.3237E+07,0.8,0.01,2799.2,"ME-,MV-,WMa,TruStrain™",1.1405E+05,137
,6,45.762,555.2,22.95,19565,235.53,0.012,3.1142E+06,0.8,0.02,1200.5,"MV-,WMa,TruStrain™",48915,250
,7,45.908,555.4,22.95,11749,12854,1.09,2.7716E+06,0.8,0.01,1814.4,"WMa,TruStrain™",73926,425
,8,46.062,555.5,22.95,8031,14936,1.86,2.699E+06,0.8,0,2400,"WMa,TruStrain™",97783,577
,9,46.227,555.7,22.95,10503,8175.8,0.778,2.1184E+06,0.8,-0.01,2652.5,"ME-,MV-,WMa,TruStrain™",1.0807E+05,812
,10,46.402,555.9,22.95,249.07,33658,135,5.3569E+06,0.8,-0.02,8953,"MV-,WMa,taD,TruStrain™",3.6478E+05,1.08E+03
,11,46.588,556.1,22.95,0.87011,17402,2E+04,2.7696E+06,0.8,0.01,6048.6,"ME-,WMa,taD,TruStrain™",2.4644E+05,1.42E+03
,12,46.787,556.3,22.95,0.39992,7998.4,2E+04,1.273E+06,0.8,0.03,3117.9,"ME-,WMa,taD,TruStrain™",1.2703E+05,1.59E+03
,13,46.998,556.5,22.95,0.22504,4500.8,2E+04,7.1633E+05,0.8,0,1852.1,"ME-,WMa,taD,TruStrain™",75462,1.68E+03
,14,47.222,556.7,22.95,1372,0.068601,5E-05,2.1836E+05,0.8,-0.02,573.96,"ME-,WMa,taD,TruStrain™",23385,1.7E+03
,15,47.461,556.9,22.96,0.12506,2501.1,2E+04,3.9807E+05,0.8,-0.01,1000.8,"ME-,MV-,WMa,taD,TruStrain™",40776,1.63E+03
,16,47.715,557.2,22.96,1364.8,2278.8,1.67,4.2274E+05,0.8,0.02,1004.1,"MV-,WMa,TruStrain™",40909,1.54E+03
,17,47.986,557.5,22.95,709.39,2080.1,2.93,3.4979E+05,0.8,0,791.18,"MV-,WMa,TruStrain™",32236,1.47E+03
,18,48.274,557.8,22.96,192.58,1702.6,8.84,2.7271E+05,0.8,-0.01,590.48,"MV-,WMa,TruStrain™",24058,1.4E+03
,19,48.581,558.1,22.95,119.27,1384.2,11.6,2.2111E+05,0.8,0.01,462.7,"MV-,WMa,TruStrain™",18852,1.36E+03
,20,48.907,558.4,22.95,49.43,1196.4,24.2,1.9058E+05,0.8,0.01,386.4,"MV-,WMa,TruStrain™",15744,1.31E+03
,21,49.254,558.7,22.96,47.249,1087.9,23,1.7331E+05,0.8,-0.01,340.29,"MV-,WMa,TruStrain™",13865,1.27E+03
,22,49.624,559.1,22.96,42.297,994.46,23.5,1.5842E+05,0.8,0.01,302.06,"MV-,WMa,TruStrain™",12307,1.24E+03
,23,50.017,559.5,22.96,52.008,891.59,17.1,1.4214E+05,0.8,0,263.33,"MV-,WMa,TruStrain™",10729,1.2E+03
,24,50.435,559.9,22.96,50.221,793.56,15.8,1.2655E+05,0.8,-0.01,227.5,"MV-,WMa,TruStrain™",9269,1.17E+03
,25,50.88,560.4,22.95,78.683,691.83,8.79,1.1082E+05,0.8,0.01,192.79,"MV-,WMa,TruStrain™",7854.9,1.13E+03
,26,51.354,560.8,22.96,109.46,532.66,4.87,86547,0.8,-0.02,146.77,"MV-,WMa,TruStrain™",5980,1.1E+03
,27,51.859,561.3,22.96,121.46,347.9,2.86,58647,0.8,0.01,97.572,"MV-,WMa,TruStrain™",3975.4,1.08E+03
,28,52.395,561.9,22.96,120.17,212.34,1.77,38831,0.8,-0.02,63.541,"MV-,WMa,TruStrain™",2588.9,1.06E+03
,29,52.967,562.5,22.96,111.91,109.71,0.98,24942,0.8,0,40.149,"MV-,WMa,TruStrain™",1635.8,1.04E+03
,30,53.574,563.1,22.96,94.886,17.444,0.184,15355,0.8,0,24.354,"MV-,WMa,TruStrain™",992.29,1.03E+03
,31,54.221,563.7,22.96,66.653,83.085,1.25,16953,0.8,-0.01,26.631,"WMa,TruStrain™",1085,1.02E+03
,32,54.91,564.4,22.96,50.503,176.78,3.5,29261,0.8,0,45.791,"WMa,TruStrain™",1865.7,1.01E+03
,33,55.642,565.1,22.96,58.097,203.65,3.51,33705,0.8,0.01,52.567,"WMa,TruStrain™",2141.8,1.01E+03
,34,56.422,565.9,22.96,48.577,224.02,4.61,36483,0.8,-0.01,56.702,"WMa,TruStrain™",2310.3,1.01E+03
,35,57.252,566.7,22.96,50.68,253.18,5,41094,0.8,-0.01,63.783,"WMa,TruStrain™",2598.7,1.01E+03
,36,58.135,567.6,22.96,47.076,262.06,5.57,42375,0.8,0,65.715,"WMa,TruStrain™",2677.5,1.01E+03
,37,59.074,568.6,22.96,46.22,270.98,5.86,43751,0.8,0,67.822,"WMa,TruStrain™",2763.3,1.01E+03
,38,60.074,569.6,22.96,43.79,269.31,6.15,43424,0.8,0,67.307,"WMa,TruStrain™",2742.3,1.01E+03
,,,,,,,,,,,,,,
Interval and data points:,5,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,60.177,569.7,22.96,11806,0.59032,5E-05,1.879E+06,0.8,0.23,2906.6,"ME-,MV-,WMa,taD,TruStrain™",1.1842E+05,1E+03
,2,60.284,569.8,22.96,3310.8,11592,3.5,1.9187E+06,0.8,-0.01,2658.6,"MV-,WMa,TruStrain™",1.0832E+05,899
,3,60.397,569.9,22.96,7178.2,7691,1.07,1.6744E+06,0.8,-0.01,2012.9,"MV-,WMa,TruStrain™",82014,780
,4,60.518,570,22.96,11005,7644.9,0.695,2.1326E+06,0.8,-0.01,2209.3,"MV-,WMa,TruStrain™",90017,672
,5,60.646,570.1,22.96,15410,9772.6,0.634,2.9042E+06,0.8,-0.01,2416.4,"MV-,WMa,TruStrain™",98452,540
,6,60.782,570.3,22.96,22568,12906,0.572,4.1376E+06,0.8,-0.01,2470.7,"MV-,WMa,TruStrain™",1.0066E+05,387
,7,60.928,570.4,22.96,36300,13906,0.383,6.1867E+06,0.8,-0.01,2380.1,"MV-,WMa,TruStrain™",96976,249
,8,61.082,570.6,22.96,63652,34958,0.549,1.1558E+07,0.8,-0.01,2142.4,"MV-,WMa,TruStrain™",87290,120
,9,61.247,570.7,22.96,66602,3.3301,5E-05,1.06E+07,0.8,-0.01,2419,"ME-,MV-,WMa,taD,TruStrain™",98559,148
,10,61.422,570.9,22.96,11582,0.57909,5E-05,1.8433E+06,0.8,-0.01,427.9,"ME-,MV-,WMa,taD,TruStrain™",17434,151
,11,61.608,571.1,22.96,0.8097,16194,2E+04,2.5773E+06,0.8,-0.01,494.17,"ME-,MV-,WMa,taD,TruStrain™",20134,124
,12,61.807,571.3,22.96,1.7804,35608,2E+04,5.6672E+06,0.8,-0.01,710.68,"ME-,MV-,WMa,taD,TruStrain™",28956,81.3
,13,62.018,571.5,22.96,4.4537,89074,2E+04,1.4177E+07,0.8,-0.01,704.09,"ME-,MV-,WMa,taD,TruStrain™",28687,32.2
,14,62.242,571.7,22.96,3.1915E+05,15.958,5E-05,5.0795E+07,0.8,-0.01,429.39,"ME-,MV-,WMa,taD,TruStrain™",17495,5.48
,15,62.481,572,22.96,2.6018E+05,13.009,5E-05,4.1408E+07,0.8,-0.01,53.079,"ME-,MV-,WMa,taD,TruStrain™",2162.6,0.831
,16,62.735,572.2,22.96,1.0981E+05,1.1835E+05,1.08,2.5695E+07,0.8,-0.01,1.9253,"ME-,MV-,WMa,TruStrain™",78.445,0.0486
,17,63.006,572.5,22.96,44036,2803.8,0.0637,7.0227E+06,0.8,-0.01,0.62185,"WMa,TruStrain™",25.336,0.0574
,18,63.294,572.8,22.96,19634,4863.8,0.248,3.2193E+06,0.8,-0.01,0.3029,"MV-,WMa,TruStrain™",12.341,0.061
,19,63.601,573.1,22.96,16747,9029.5,0.539,3.0281E+06,0.8,-0.01,0.33272,"WMa,TruStrain™",13.556,0.0713
,20,63.927,573.4,22.96,11114,7059.8,0.635,2.0956E+06,0.8,-0.01,0.28359,"WMa,TruStrain™",11.554,0.0878
,21,64.274,573.8,22.96,9813.1,5222.6,0.532,1.7692E+06,0.8,-0.01,0.2831,"WMa,TruStrain™",11.535,0.104
,22,64.644,574.1,22.96,11363,2713.6,0.239,1.8593E+06,0.8,-0.01,0.31988,"WMa,TruStrain™",13.033,0.112
,23,65.037,574.5,22.96,11992,80.136,0.00668,1.9086E+06,0.8,-0.01,0.32631,"WMa,TruStrain™",13.295,0.111
,24,65.455,574.9,22.96,12464,55.795,0.00448,1.9837E+06,0.8,-0.01,0.32889,"MV-,WMa,TruStrain™",13.4,0.108
,25,65.9,575.4,22.96,12541,353.74,0.0282,1.9967E+06,0.8,-0.01,0.32265,"WMa,TruStrain™",13.146,0.105
,26,66.374,575.9,22.96,12344,866.04,0.0702,1.9694E+06,0.8,-0.01,0.31233,"WMa,TruStrain™",12.725,0.103
,27,66.879,576.4,22.96,12402,675.32,0.0545,1.9768E+06,0.8,-0.01,0.31091,"WMa,TruStrain™",12.668,0.102
,28,67.415,576.9,22.96,12321,820.24,0.0666,1.9654E+06,0.8,-0.01,0.30786,"WMa,TruStrain™",12.543,0.102
,29,67.987,577.5,22.96,12382,1048.8,0.0847,1.9778E+06,0.8,-0.01,0.30885,"WMa,TruStrain™",12.584,0.101
,30,68.594,578.1,22.96,12462,913.88,0.0733,1.9888E+06,0.8,-0.01,0.30976,"WMa,TruStrain™",12.621,0.101
,31,69.241,578.7,22.96,12238,978.85,0.08,1.9539E+06,0.8,-0.01,0.30376,"WMa,TruStrain™",12.376,0.101
,32,69.93,579.4,22.96,12434,1153.3,0.0928,1.9874E+06,0.8,-0.01,0.30868,"WMa,TruStrain™",12.577,0.101
,33,70.662,580.1,22.96,12492,1010.4,0.0809,1.9946E+06,0.8,-0.01,0.30956,"WMa,TruStrain™",12.613,0.101
,34,71.442,580.9,22.96,12359,1270.3,0.103,1.9774E+06,0.8,-0.01,0.30665,"WMa,TruStrain™",12.494,0.101
,35,72.272,581.8,22.96,12595,964.45,0.0766,2.0104E+06,0.8,-0.01,0.31167,"WMa,TruStrain™",12.699,0.101
,36,73.155,582.6,22.96,12612,1098,0.0871,2.0148E+06,0.8,-0.01,0.31231,"WMa,TruStrain™",12.724,0.101
,37,74.094,583.6,22.96,12636,907.45,0.0718,2.0163E+06,0.8,-0.01,0.31251,"WMa,TruStrain™",12.733,0.101
,38,75.094,584.6,22.96,12651,772.44,0.0611,2.0173E+06,0.8,-0.01,0.31267,"WMa,TruStrain™",12.739,0.101
,,,,,,,,,,,,,,
Interval and data points:,6,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,75.196,584.7,22.96,1.3067E+05,4.9448E+05,3.78,8.14E+07,0.8,-0.1,724.12,"WMa,taD,TruStrain™",29503,5.77
,2,75.303,584.8,22.96,17.092,3.4183E+05,2E+04,5.4405E+07,0.8,0.01,2203.3,"ME-,MV-,WMa,taD,TruStrain™",89771,26.3
,3,75.416,584.9,22.96,6.2155,1.2431E+05,2E+04,1.9785E+07,0.8,-0.01,1151.1,"ME-,MV-,WMa,taD,TruStrain™",46899,37.7
,4,75.537,585,22.96,27642,98433,3.56,1.6272E+07,0.8,-0.01,984.25,"MV-,WMa,TruStrain™",40102,39.2
,5,75.665,585.2,22.96,64290,92140,1.43,1.7881E+07,0.8,-0.01,1235.2,"MV-,WMa,TruStrain™",50325,44.8
,6,75.801,585.3,22.96,1.5598E+05,77538,0.497,2.7723E+07,0.8,0.05,2854.1,"MV-,WMa,TruStrain™",1.1628E+05,66.8
,7,75.947,585.4,22.96,52629,1.3043E+05,2.48,2.2385E+07,0.8,0.01,5563.2,"MV-,WMa,TruStrain™",2.2666E+05,161
,8,76.101,585.6,22.96,3963.1,66853,16.9,1.0659E+07,0.8,0,5528.9,"WMa,TruStrain™",2.2527E+05,336
,9,76.266,585.8,22.96,9402.7,47558,5.06,7.7155E+06,0.8,-0.02,6665.7,"ME-,WMa,TruStrain™",2.7158E+05,560
,10,76.441,585.9,22.96,1.8354,36708,2E+04,5.8423E+06,0.8,-0.01,7702.4,"ME-,WMa,taD,TruStrain™",3.1382E+05,855
,11,76.627,586.1,22.96,1.1745,23491,2E+04,3.7387E+06,0.8,0.02,6948.1,"ME-,WMa,taD,TruStrain™",2.8309E+05,1.21E+03
,12,76.826,586.3,22.96,0.94617,18923,2E+04,3.0118E+06,0.8,0.02,7247.8,"ME-,WMa,taD,TruStrain™",2.953E+05,1.56E+03
,13,77.037,586.5,22.96,0.21149,4229.9,2E+04,6.7321E+05,0.8,0,1927.3,"ME-,WMa,taD,TruStrain™",78525,1.86E+03
,14,77.261,586.7,22.96,1019.2,890.25,0.874,2.1537E+05,0.8,-0.02,643.14,"ME-,MV-,WMa,TruStrain™",26204,1.94E+03
,15,77.5,587,22.96,1691,3042,1.8,5.5392E+05,0.8,0,1635.7,"MV-,WMa,TruStrain™",66644,1.91E+03
,16,77.754,587.2,22.96,1816.9,3742.3,2.06,6.621E+05,0.8,0.03,1888.1,"MV-,WMa,TruStrain™",76926,1.85E+03
,17,78.025,587.5,22.96,1280.4,3554.6,2.78,6.0132E+05,0.8,0,1608.7,"MV-,WMa,TruStrain™",65546,1.73E+03
,18,78.313,587.8,22.96,231.37,2170.1,9.38,3.4734E+05,0.8,-0.02,885.04,"MV-,WMa,TruStrain™",36060,1.65E+03
,19,78.62,588.1,22.96,161.41,1589.9,9.85,2.5434E+05,0.8,0.02,622.7,"MV-,WMa,TruStrain™",25371,1.59E+03
,20,78.946,588.4,22.96,54.441,1397.9,25.7,2.2265E+05,0.8,0.01,526.35,"MV-,WMa,TruStrain™",21446,1.53E+03
,21,79.293,588.8,22.96,51.064,1326.3,26,2.1125E+05,0.8,-0.02,480.73,"MV-,WMa,TruStrain™",19587,1.48E+03
,22,79.663,589.1,22.96,68.011,1271.9,18.7,2.0272E+05,0.8,0.02,445.02,"MV-,WMa,TruStrain™",18132,1.42E+03
,23,80.056,589.5,22.96,56.389,1217.5,21.6,1.9398E+05,0.8,0,411.2,"MV-,WMa,TruStrain™",16754,1.37E+03
,24,80.474,590,22.96,32.062,1159.7,36.2,1.8465E+05,0.8,-0.01,376.67,"MV-,WMa,TruStrain™",15347,1.32E+03
,25,80.919,590.4,22.96,44.16,1103,25,1.7568E+05,0.8,0.01,342.78,"MV-,WMa,TruStrain™",13966,1.27E+03
,26,81.393,590.9,22.96,85.731,987.39,11.5,1.5774E+05,0.8,-0.02,295.95,"MV-,WMa,TruStrain™",12058,1.22E+03
,27,81.898,591.4,22.96,106.91,833.37,7.8,1.3372E+05,0.8,0.01,242.61,"MV-,WMa,TruStrain™",9884.9,1.18E+03
,28,82.434,591.9,22.96,125.1,678.21,5.42,1.0976E+05,0.8,-0.01,192.79,"MV-,WMa,TruStrain™",7854.8,1.14E+03
,29,83.006,592.5,22.96,135.64,525.41,3.87,86363,0.8,0,146.91,"MV-,WMa,TruStrain™",5985.8,1.1E+03
,30,83.613,593.1,22.96,119.94,372.86,3.11,62337,0.8,0.01,103.05,"MV-,WMa,TruStrain™",4198.7,1.07E+03
,31,84.26,593.7,22.96,75.511,195.28,2.59,33323,0.8,-0.01,53.931,"MV-,WMa,TruStrain™",2197.4,1.05E+03
,32,84.949,594.4,22.96,69.639,15.06,0.216,11340,0.8,0,18.144,"MV-,WMa,TruStrain™",739.26,1.04E+03
,33,85.681,595.2,22.96,86.972,57.522,0.661,16596,0.8,0.01,26.207,"WMa,TruStrain™",1067.8,1.02E+03
,34,86.461,595.9,22.96,57.924,148.03,2.56,25300,0.8,-0.01,39.585,"WMa,TruStrain™",1612.8,1.01E+03
,35,87.291,596.8,22.96,63.793,217.67,3.41,36101,0.8,-0.01,56.23,"WMa,TruStrain™",2291,1.01E+03
,36,88.174,597.7,22.96,51.886,252.56,4.87,41035,0.8,0,63.746,"WMa,TruStrain™",2597.2,1.01E+03
,37,89.113,598.6,22.96,47.037,267.1,5.68,43164,0.8,0,66.952,"WMa,TruStrain™",2727.9,1.01E+03
,38,90.113,599.6,22.96,45.681,274.49,6.01,44288,0.8,0,68.658,"WMa,TruStrain™",2797.4,1.01E+03
,,,,,,,,,,,,,,
Interval and data points:,7,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,90.215,599.7,22.96,21007,1.0504,5E-05,3.3434E+06,0.8,0.25,5132.9,"ME-,MV-,WMa,taD,TruStrain™",2.0913E+05,996
,2,90.322,599.8,22.96,3510.1,20358,5.8,3.288E+06,0.8,0,4610.2,"ME-,MV-,WMa,TruStrain™",1.8784E+05,909
,3,90.435,599.9,22.96,7752,7769.3,1,1.7468E+06,0.8,-0.01,2177.6,"MV-,WMa,TruStrain™",88722,808
,4,90.556,600,22.96,12917,7097.9,0.55,2.3457E+06,0.8,-0.01,2470.9,"MV-,WMa,TruStrain™",1.0067E+05,683
,5,90.684,600.2,22.96,17173,9002.2,0.524,3.0859E+06,0.8,-0.01,2626,"MV-,WMa,TruStrain™",1.0699E+05,552
,6,90.82,600.3,22.96,24315,11907,0.49,4.3088E+06,0.8,-0.01,2620.3,"MV-,WMa,TruStrain™",1.0676E+05,394
,7,90.966,600.5,22.96,48724,12061,0.248,7.9887E+06,0.8,-0.01,2469.6,"MV-,WMa,TruStrain™",1.0062E+05,200
,8,91.12,600.6,22.96,87123,54370,0.624,1.6345E+07,0.8,-0.01,2324.2,"WMa,TruStrain™",94697,92.2
,9,91.285,600.8,22.96,1.3414E+05,6.707,5E-05,2.1349E+07,0.8,-0.01,4843.3,"ME-,MV-,WMa,taD,TruStrain™",1.9733E+05,147
,10,91.46,600.9,22.96,0.51399,10280,2E+04,1.6361E+06,0.8,-0.01,402.63,"ME-,MV-,WMa,taD,TruStrain™",16405,160
,11,91.646,601.1,22.96,0.90213,18043,2E+04,2.8716E+06,0.8,-0.01,577.61,"ME-,WMa,taD,TruStrain™",23534,130
,12,91.845,601.3,22.96,2.13,42600,2E+04,6.78E+06,0.8,-0.01,847.42,"ME-,WMa,taD,TruStrain™",34527,81
