Project:,Project69,,,,,,,,,,
,,,,,,,,,,,
Test:,Test_r1,,,,,,,,,,
,,,,,,,,,,,
Result:,Stress Relaxation Initial,,,,,,,,,,
,,,,,,,,,,,
Interval and data points:,1,500,,,,,,,,,
Interval data:,Point No.,Time,Shear Strain,Complex Viscosity,Shear Stress,Storage Modulus,Loss Modulus,Loss Factor,Torque,Frequency,Status
,,,,Fundamental,,,,,,,
,,[s],[1],[mPa·s],[Pa],[Pa],[Pa],[1],[µN·m],[Hz],
,6,110.8,0.691,7.2401E+05,3143.1,3286,3145.9,0.957,315.74,1,"MV-,WMa,TruStrain™"
,7,111.1,0.391,5.8952E+05,1447.4,2251.5,2941.2,1.306,145.4,1,"MV-,WMa,TruStrain™"
,8,111.4,0.355,2.0684E+05,460.83,612.48,1146.2,1.872,46.293,1,"MV-,WMa,TruStrain™"
,9,111.7,0.214,6.6679E+05,897.44,2163.6,3587.7,1.658,90.153,1,"MV-,WMa,TruStrain™"
,10,112.1,0.0321,2.4128E+06,486.49,15134,883.45,0.058,48.871,1,"MV-,WMa,TruStrain™"
,11,112.6,0.00637,72959,2.9198,343.03,304.09,0.886,0.29331,1,"MV-,WMa,TruStrain™"
,12,113.1,0.00612,68799,2.647,208.4,378.73,1.817,0.26591,1,"MV-,WMa,TruStrain™"
,13,113.7,0.00804,1.3143E+05,6.6402,79.311,821.98,10.364,0.66705,1,"WMa,TruStrain™"
,14,114.5,0.0101,46904,2.9811,104.1,275.71,2.648,0.29947,1,"WMa,TruStrain™"
,15,115.3,0.0107,20729,1.3906,128.84,19.053,0.148,0.1397,1,"WMa,TruStrain™"
,16,116.3,0.0103,21064,1.3619,131.8,12.016,0.091,0.13681,1,"MV-,WMa,TruStrain™"
,17,117.5,0.0102,24543,1.5678,153.75,11.891,0.077,0.1575,1,"MV-,WMa,TruStrain™"
,18,118.9,0.0101,24558,1.5562,153.45,16.158,0.105,0.15633,1,"WMa,TruStrain™"
,19,120.5,0.0101,23528,1.4871,145.93,23.654,0.162,0.14938,1,"WMa,TruStrain™"
,20,122.3,0.0101,23301,1.4717,144.44,23.907,0.166,0.14784,1,"WMa,TruStrain™"
,21,124.5,0.0101,23597,1.4902,146.66,21.754,0.148,0.14969,1,"WMa,TruStrain™"
,22,127,0.0101,23310,1.472,144.65,22.932,0.159,0.14787,1,"WMa,TruStrain™"
,23,129.9,0.0101,24887,1.5715,154.06,26.748,0.174,0.15787,1,"WMa,TruStrain™"
,24,133.4,0.0101,24602,1.5536,152.69,24.096,0.158,0.15607,1,"WMa,TruStrain™"
,25,137.4,0.0101,24231,1.5301,150.27,24.451,0.163,0.15371,1,"WMa,TruStrain™"
,,,,,,,,,,,
Result:,Amplitude sweep,,,,,,,,,,
,,,,,,,,,,,
Interval and data points:,1,25,,,,,,,,,
Interval data:,Point No.,Time,Shear Strain,Complex Viscosity,Shear Stress,Storage Modulus,Loss Modulus,Loss Factor,Torque,Frequency,Status
,,,,Fundamental,,,,,,,
,,[s],[1],[mPa·s],[Pa],[Pa],[Pa],[1],[µN·m],[Hz],
,1,14.27,0.0001,55725,0.035177,334.47,103.53,0.31,0.0035337,1,"MV-,TruStrain™"
,2,32.1,0.000153,74127,0.071423,447.56,128.89,0.288,0.0071748,1,TruStrain™
,3,49.42,0.000234,57182,0.083982,352.21,70.94,0.201,0.0084364,1,TruStrain™
,4,67.19,0.000356,34434,0.077109,196.25,91.074,0.464,0.0077461,1,TruStrain™
,5,84.7,0.000543,38670,0.13204,230.25,77.569,0.337,0.013264,1,TruStrain™
,6,102.2,0.000829,36660,0.1909,227.37,36.892,0.162,0.019177,1,TruStrain™
,7,119.5,0.00126,37093,0.29454,229.14,42.584,0.186,0.029588,1,TruStrain™
,8,137,0.00193,34917,0.4228,217.52,28.61,0.132,0.042473,1,TruStrain™
,9,154.6,0.00294,31371,0.57925,194.67,30.934,0.159,0.058188,1,TruStrain™
,10,171.9,0.00448,31083,0.87524,193.07,29.467,0.153,0.087922,1,TruStrain™
,11,189.8,0.00683,29585,1.2703,184.53,22.429,0.122,0.12761,1,TruStrain™
,12,207.8,0.0104,28655,1.8762,178.75,21.576,0.121,0.18848,1,TruStrain™
,13,225.7,0.0159,28675,2.8631,177.94,28.231,0.159,0.28762,1,TruStrain™
,14,243.1,0.0242,28619,4.3575,178.44,22.212,0.124,0.43774,1,TruStrain™
,15,260.4,0.037,28544,6.6273,177.97,22.163,0.125,0.66575,1,TruStrain™
,16,278.2,0.0564,28550,10.108,178.01,22.166,0.125,1.0154,1,TruStrain™
,17,295.8,0.0859,28303,15.281,176.28,23.488,0.133,1.5351,1,TruStrain™
,18,313.7,0.131,26689,21.974,165.56,26.675,0.161,2.2074,1,TruStrain™
,19,331,0.2,23286,29.236,141.58,36.906,0.261,2.9369,1,TruStrain™
,20,348.6,0.305,18016,34.491,103.29,46.306,0.448,3.4649,1,TruStrain™
,21,365.9,0.465,13701,40.002,72.061,47.1,0.654,4.0185,1,TruStrain™
,22,383.8,0.709,10184,45.341,46.425,44.039,0.949,4.5548,1,TruStrain™
,23,401.8,1.08,7468.2,50.702,29.423,36.553,1.242,5.0933,1,TruStrain™
,24,419.8,1.65,5292,54.786,17.886,28.03,1.567,5.5036,1,TruStrain™
,25,437.5,2.51,3731,58.902,11.115,20.64,1.857,5.917,1,TruStrain™
,,,,,,,,,,,
Result:,Measurement 1,,,,,,,,,,
,,,,,,,,,,,
Interval and data points:,1,15,,,,,,,,,
Interval data:,Point No.,Time,Shear Strain,Complex Viscosity,Shear Stress,Storage Modulus,Loss Modulus,Loss Factor,Torque,Frequency,Status
,,,,Fundamental,,,,,,,
,,[s],[1],[mPa·s],[Pa],[Pa],[Pa],[1],[µN·m],[Hz],
,1,1,0.00998,8243.2,1.0343,0.0051793,103.59,20000,0.1039,2,"ME-,WMa,TruStrain™"
,2,2,0.01,33225,4.1752,417.44,7.9894,0.019,0.41942,2,"MV-,WMa,TruStrain™"
,3,3,0.01,26307,3.306,298.79,141.44,0.473,0.33211,2,"MV-,WMa,TruStrain™"
,4,4,0.01,20562,2.5892,256.33,32.573,0.127,0.2601,2,"WMa,TruStrain™"
,5,5,0.01,21111,2.6621,258.08,61.409,0.238,0.26742,2,"WMa,TruStrain™"
,6,6,0.01,20537,2.5916,254.4,43.347,0.17,0.26034,2,"WMa,TruStrain™"
,7,7,0.01,20578,2.5979,254.13,47.821,0.188,0.26097,2,"WMa,TruStrain™"
,8,8,0.01,20685,2.6119,255.05,50.146,0.197,0.26238,2,"WMa,TruStrain™"
,9,9,0.01,20383,2.574,252.23,44.56,0.177,0.25857,2,"WMa,TruStrain™"
,10,10,0.01,20298,2.5634,251.29,43.741,0.174,0.25751,2,"WMa,TruStrain™"
,11,11,0.0101,20642,2.607,255.11,46.941,0.184,0.26189,2,"WMa,TruStrain™"
,12,12,0.0101,21152,2.6714,262.32,42.916,0.164,0.26836,2,"WMa,TruStrain™"
,13,13,0.0101,20930,2.6434,258.5,48.556,0.188,0.26554,2,"WMa,TruStrain™"
,14,14,0.0101,20640,2.6069,255.27,45.97,0.18,0.26188,2,"WMa,TruStrain™"
,15,15,0.0101,20950,2.646,258.94,47.58,0.184,0.2658,2,"WMa,TruStrain™"
,,,,,,,,,,,
Interval and data points:,2,95,,,,,,,,,
Interval data:,Point No.,Time,Shear Strain,Complex Viscosity,Shear Stress,Storage Modulus,Loss Modulus,Loss Factor,Torque,Frequency,Status
,,,,Fundamental,,,,,,,
,,[s],[1],[mPa·s],[Pa],[Pa],[Pa],[1],[µN·m],[Hz],
,1,15.1,0.01,22884,2.89,279.2,68.892,0.247,0.29031,2,"WMa,TruStrain™"
,2,15.21,0.0101,19957,2.5207,249.8,22.241,0.089,0.25321,2,"WMa,TruStrain™"
,3,15.31,0.01,22130,2.7948,269.51,68.565,0.254,0.28075,2,"WMa,TruStrain™"
,4,15.42,0.0101,20844,2.6325,258.86,40.008,0.155,0.26445,2,"WMa,TruStrain™"
,5,15.54,0.01,23002,2.9049,275.61,87.114,0.316,0.29181,2,"WMa,TruStrain™"
,6,15.65,0.01,24315,3.0706,301.19,51.449,0.171,0.30846,2,"WMa,TruStrain™"
,7,15.77,0.0101,22061,2.7863,262.49,89.187,0.34,0.27989,2,"WMa,TruStrain™"
,8,15.9,0.01,23713,2.9947,284.45,88.817,0.312,0.30084,2,"WMa,TruStrain™"
,9,16.03,0.0101,21819,2.7558,264.55,72.065,0.272,0.27683,2,"WMa,TruStrain™"
,10,16.16,0.01,23843,3.011,282.47,99.946,0.354,0.30247,2,"WMa,TruStrain™"
,11,16.3,0.01,24833,3.1359,304.25,69.409,0.228,0.31502,2,"WMa,TruStrain™"
,12,16.44,0.01,22902,2.8922,284.28,44.798,0.158,0.29054,2,"WMa,TruStrain™"
,13,16.59,0.0101,21619,2.7304,265.12,59.316,0.224,0.27428,2,"WMa,TruStrain™"
,14,16.74,0.01,22783,2.8774,279.61,61.576,0.22,0.28905,2,"WMa,TruStrain™"
,15,16.9,0.0101,23127,2.9209,288.24,37.177,0.129,0.29342,2,"WMa,TruStrain™"
,16,17.06,0.0101,21499,2.7155,269.18,23.05,0.086,0.27279,2,"WMa,TruStrain™"
,17,17.22,0.0101,20725,2.6179,259.08,26.572,0.103,0.26298,2,"WMa,TruStrain™"
,18,17.4,0.0101,18942,2.3927,232.41,51.422,0.221,0.24036,2,"WMa,TruStrain™"
,19,17.57,0.0101,19772,2.4973,240.05,64.102,0.267,0.25086,2,"WMa,TruStrain™"
,20,17.76,0.01,21591,2.7268,260.43,76.128,0.292,0.27392,2,"WMa,TruStrain™"
,21,17.95,0.01,22899,2.8916,278.88,70.901,0.254,0.29048,2,"WMa,TruStrain™"
,22,18.14,0.01,24877,3.1411,302.35,79.447,0.263,0.31554,2,"WMa,TruStrain™"
,23,18.34,0.01,26349,3.3272,322.7,74.174,0.23,0.33424,2,"WMa,TruStrain™"
,24,18.55,0.01,25652,3.2396,316.88,59.128,0.187,0.32543,2,"WMa,TruStrain™"
,25,18.77,0.0101,25299,3.1952,314.92,43.489,0.138,0.32098,2,"MV-,WMa,TruStrain™"
,26,18.99,0.0101,25016,3.1599,310.4,49.688,0.16,0.31743,2,"MV-,WMa,TruStrain™"
,27,19.22,0.0101,24589,3.1061,303.76,56.63,0.186,0.31203,2,"WMa,TruStrain™"
,28,19.45,0.0101,23711,2.9954,293.24,52.823,0.18,0.3009,2,"WMa,TruStrain™"
,29,19.7,0.0101,24325,3.0728,301.14,52.507,0.174,0.30868,2,"WMa,TruStrain™"
,30,19.95,0.0101,25850,3.2647,320.27,54.31,0.17,0.32796,2,"WMa,TruStrain™"
,31,20.21,0.01,24447,3.0872,302.95,50.943,0.168,0.31013,2,"WMa,TruStrain™"
,32,20.48,0.0101,21790,2.7522,270.81,40.496,0.15,0.27647,2,"WMa,TruStrain™"
,33,20.75,0.0101,22309,2.8177,277.24,41.64,0.15,0.28305,2,"WMa,TruStrain™"
,34,21.04,0.01,23110,2.9184,287.37,41.913,0.146,0.29317,2,"WMa,TruStrain™"
,35,21.34,0.0101,22568,2.8501,278.65,52.706,0.189,0.28631,2,"WMa,TruStrain™"
,36,21.64,0.01,26049,3.2894,323.69,48.787,0.151,0.33044,2,"WMa,TruStrain™"
,37,21.96,0.0101,22999,2.9049,288.52,16.953,0.059,0.29181,2,"WMa,TruStrain™"
,38,22.28,0.0101,23803,3.0061,294.02,54.955,0.187,0.30198,2,"WMa,TruStrain™"
,39,22.62,0.01,24944,3.1501,309.74,48.122,0.155,0.31645,2,"WMa,TruStrain™"
,40,22.96,0.0101,20521,2.5918,249.44,65.396,0.262,0.26036,2,"MV-,WMa,TruStrain™"
,41,23.32,0.01,34534,4.3595,406.63,151.6,0.373,0.43794,2,"WMa,TruStrain™"
,42,23.69,0.01,35352,4.4636,440.33,58.896,0.134,0.4484,2,"MV-,WMa,TruStrain™"
,43,24.07,0.0101,18454,2.3326,216.27,83.689,0.387,0.23433,2,"MV-,WMa,TruStrain™"
,44,24.47,0.0101,19833,2.5061,234.36,84.788,0.362,0.25175,2,"WMa,TruStrain™"
,45,24.87,0.01,26985,3.4065,332.07,68.69,0.207,0.3422,2,"WMa,TruStrain™"
,46,25.29,0.01,24071,3.0399,299.32,43.608,0.146,0.30537,2,"WMa,TruStrain™"
,47,25.73,0.0101,23821,3.0087,295.95,44.923,0.152,0.30224,2,"WMa,TruStrain™"
,48,26.17,0.01,25366,3.2035,315.13,48.018,0.152,0.32181,2,"WMa,TruStrain™"
,49,26.63,0.0101,25471,3.2168,317.1,43.556,0.137,0.32315,2,"WMa,TruStrain™"
,50,27.11,0.0101,25054,3.1643,312.02,42.052,0.135,0.31787,2,"WMa,TruStrain™"
,51,27.6,0.0101,25402,3.2082,315.84,46.257,0.146,0.32228,2,"WMa,TruStrain™"
,52,28.11,0.0101,26227,3.3123,325.08,54.269,0.167,0.33274,2,"WMa,TruStrain™"
,53,28.64,0.0101,25667,3.2417,319.75,42.329,0.132,0.32565,2,"WMa,TruStrain™"
,54,29.18,0.0101,25352,3.2019,315.61,43.47,0.138,0.32165,2,"WMa,TruStrain™"
,55,29.74,0.0101,24925,3.1479,310.1,44.023,0.142,0.31623,2,"WMa,TruStrain™"
,56,30.31,0.01,26075,3.293,325.14,40.566,0.125,0.3308,2,"WMa,TruStrain™"
,57,30.91,0.0101,26970,3.4061,335.11,50.642,0.151,0.34217,2,"WMa,TruStrain™"
,58,31.52,0.0101,25962,3.2789,323.26,44.042,0.136,0.32939,2,"WMa,TruStrain™"
,59,32.16,0.0101,26038,3.2886,324.25,43.898,0.135,0.33036,2,"WMa,TruStrain™"
,60,32.81,0.0101,26320,3.3241,327.29,47.652,0.146,0.33392,2,"WMa,TruStrain™"
,61,33.49,0.0101,26126,3.2995,325.94,39.307,0.121,0.33146,2,"WMa,TruStrain™"
,62,34.19,0.0101,26374,3.331,328.68,42.531,0.129,0.33461,2,"WMa,TruStrain™"
,63,34.91,0.0101,26305,3.3223,327.92,41.673,0.127,0.33374,2,"WMa,TruStrain™"
,64,35.66,0.0101,26555,3.3538,331.33,39.706,0.12,0.3369,2,"WMa,TruStrain™"
,65,36.42,0.0101,26807,3.3856,334.13,42.835,0.128,0.3401,2,"WMa,TruStrain™"
,66,37.22,0.0101,27125,3.4257,338.31,41.615,0.123,0.34413,2,"WMa,TruStrain™"
,67,38.04,0.0101,27148,3.4288,338.48,42.645,0.126,0.34444,2,"WMa,TruStrain™"
,68,38.88,0.0101,27743,3.5039,341.15,71.836,0.211,0.35198,2,"WMa,TruStrain™"
,69,39.76,0.01,26397,3.3336,324.28,69.816,0.215,0.33488,2,"WMa,TruStrain™"
,70,40.66,0.0101,26391,3.3331,329.08,41.097,0.125,0.33482,2,"WMa,TruStrain™"
,71,41.59,0.0101,27707,3.4993,344.16,52.673,0.153,0.35152,2,"WMa,TruStrain™"
,72,42.55,0.0101,26280,3.3191,328.69,31.929,0.097,0.33342,2,"WMa,TruStrain™"
,73,43.54,0.0101,27976,3.5333,348.21,48.396,0.139,0.35494,2,"WMa,TruStrain™"
,74,44.57,0.0101,27895,3.5232,348.03,41.942,0.121,0.35392,2,"WMa,TruStrain™"
,75,45.62,0.0101,27771,3.5075,346.8,39,0.112,0.35235,2,"WMa,TruStrain™"
,76,46.72,0.01,28217,3.5636,351.75,44.775,0.127,0.35798,2,"WMa,TruStrain™"
,77,47.84,0.0101,27844,3.5165,347.36,42.055,0.121,0.35326,2,"WMa,TruStrain™"
,78,49.01,0.0101,28012,3.5378,350.39,33.689,0.096,0.35539,2,"WMa,TruStrain™"
,79,50.21,0.0101,28491,3.5982,355.33,43.796,0.123,0.36146,2,"WMa,TruStrain™"
,80,51.45,0.0101,28876,3.647,360.46,41.747,0.116,0.36636,2,"WMa,TruStrain™"
,81,52.73,0.0101,28337,3.579,353.33,44.259,0.125,0.35953,2,"WMa,TruStrain™"
,82,54.05,0.0101,28627,3.6155,357.52,39.972,0.112,0.3632,2,"WMa,TruStrain™"
,83,55.41,0.0101,28507,3.6003,356.04,39.565,0.111,0.36167,2,"WMa,TruStrain™"
,84,56.82,0.0101,28467,3.5953,355.56,39.319,0.111,0.36117,2,"WMa,TruStrain™"
,85,58.28,0.0101,28542,3.6048,356.37,40.556,0.114,0.36212,2,"WMa,TruStrain™"
,86,59.78,0.0101,28708,3.6257,357.95,44.918,0.125,0.36422,2,"WMa,TruStrain™"
,87,61.33,0.0101,30613,3.8663,378.11,70.826,0.187,0.38839,2,"WMa,TruStrain™"
,88,62.93,0.0101,29408,3.7141,365.31,55.821,0.153,0.3731,2,"WMa,TruStrain™"
,89,64.58,0.0101,27835,3.5155,348.75,26.872,0.077,0.35316,2,"WMa,TruStrain™"
,90,66.28,0.0101,29738,3.7558,370.9,45.688,0.123,0.37729,2,"WMa,TruStrain™"
,91,68.04,0.0101,28610,3.6135,357.4,38.96,0.109,0.36299,2,"WMa,TruStrain™"
,92,69.86,0.0101,29425,3.7164,367.7,39.049,0.106,0.37333,2,"WMa,TruStrain™"
,93,71.74,0.0101,29317,3.7026,366.06,41.55,0.114,0.37195,2,"WMa,TruStrain™"
,94,73.68,0.0101,29369,3.7093,366.2,45.952,0.125,0.37262,2,"WMa,TruStrain™"
,95,75.68,0.0101,29821,3.7663,372.02,45.117,0.121,0.37835,2,"WMa,TruStrain™"
,,,,,,,,,,,
Interval and data points:,3,15,,,,,,,,,
Interval data:,Point No.,Time,Shear Strain,Complex Viscosity,Shear Stress,Storage Modulus,Loss Modulus,Loss Factor,Torque,Frequency,Status
,,,,Fundamental,,,,,,,
,,[s],[1],[mPa·s],[Pa],[Pa],[Pa],[1],[µN·m],[Hz],
,1,76.68,0.0101,30033,3.7931,375.35,39.382,0.105,0.38104,2,"WMa,TruStrain™"
,2,77.68,0.0101,28929,3.6538,361.62,37.234,0.103,0.36705,2,"WMa,TruStrain™"
,3,78.68,0.0101,30328,3.8304,378.18,47.137,0.125,0.38478,2,"WMa,TruStrain™"
,4,79.68,0.0101,30069,3.7975,376.17,35.689,0.095,0.38148,2,"WMa,TruStrain™"
,5,80.68,0.0101,30056,3.796,374.82,46.557,0.124,0.38133,2,"WMa,TruStrain™"
,6,81.68,0.0101,29290,3.6993,365.29,45.185,0.124,0.37161,2,"WMa,TruStrain™"
,7,82.68,0.0101,30218,3.8164,377.52,40.909,0.108,0.38338,2,"WMa,TruStrain™"
,8,83.68,0.0101,30335,3.8312,378.92,41.567,0.11,0.38486,2,"WMa,TruStrain™"
,9,84.68,0.0101,29155,3.6823,364.13,40.483,0.111,0.3699,2,"WMa,TruStrain™"
,10,85.68,0.0101,30619,3.8669,382.69,39.899,0.104,0.38846,2,"WMa,TruStrain™"
,11,86.68,0.0101,29945,3.7818,373.72,43.948,0.118,0.3799,2,"WMa,TruStrain™"
,12,87.68,0.0101,30017,3.7909,375.22,38.597,0.103,0.38082,2,"WMa,TruStrain™"
,13,88.68,0.0101,30524,3.8551,381.37,41.092,0.108,0.38727,2,"WMa,TruStrain™"
,14,89.68,0.0101,30537,3.8568,381.43,42.094,0.11,0.38744,2,"WMa,TruStrain™"
,15,90.68,0.0101,30492,3.8511,380.8,42.617,0.112,0.38686,2,"WMa,TruStrain™"
,,,,,,,,,,,
Test:,Test_r2,,,,,,,,,,
,,,,,,,,,,,
Result:,Stress Relaxation 2,,,,,,,,,,
,,,,,,,,,,,
Interval and data points:,1,25,,,,,,,,,
Interval data:,Point No.,Time,Shear Strain,Complex Viscosity,Shear Stress,Storage Modulus,Loss Modulus,Loss Factor,Torque,Frequency,Status
,,,,Fundamental,,,,,,,
,,[s],[1],[mPa·s],[Pa],[Pa],[Pa],[1],[µN·m],[Hz],
,1,0.1,9E-05,3.865E+07,21.862,12.142,2.4284E+05,20000,2.1962,1,"ME-,WMa,taD,TruStrain™"
,2,0.217,0.00111,6.6579E+06,46.499,2.0917,41833,20000,4.6711,1,"ME-,WMa,taD,TruStrain™"
,3,0.353,0.00229,3.4856E+06,50.133,1.095,21901,20000,5.0361,1,"ME-,WMa,taD,TruStrain™"
,4,0.512,0.00366,2.1112E+06,48.51,0.66324,13265,20000,4.8731,1,"ME-,WMa,taD,TruStrain™"
,5,0.697,0.00551,1.3062E+06,45.231,0.41035,8206.9,20000,4.5437,1,"ME-,WMa,taD,TruStrain™"
,6,0.912,0.00828,8.2294E+05,42.825,0.25853,5170.7,20000,4.302,1,"ME-,WMa,taD,TruStrain™"
,7,1.164,0.0109,1.52E+05,10.378,0.047754,955.07,20000,1.0425,1,"ME-,WMa,TruStrain™"
,8,1.457,0.0111,93521,6.5424,249.18,532.16,2.136,0.65722,1,"MV-,WMa,TruStrain™"
,9,1.799,0.011,30415,2.0962,0.0095552,191.1,20000,0.21058,1,"ME-,MV-,WMa,taD,TruStrain™"
,10,2.198,0.0101,23416,1.4791,146.06,17.699,0.121,0.14859,1,"ME-,MV-,WMa,TruStrain™"
,11,2.663,0.01,25594,1.6081,157.01,34.756,0.221,0.16154,1,"WMa,TruStrain™"
,12,3.205,0.01,22294,1.401,138.95,17.743,0.128,0.14074,1,"WMa,TruStrain™"
,13,3.838,0.01,22128,1.392,135.61,30.665,0.226,0.13983,1,"WMa,TruStrain™"
,14,4.575,0.01,23413,1.4752,146.23,16.026,0.11,0.14819,1,"WMa,TruStrain™"
,15,5.435,0.01,22260,1.4044,137.78,24.032,0.174,0.14108,1,"WMa,TruStrain™"
,16,6.438,0.01,17277,1.0905,106.99,18.351,0.172,0.10955,1,"WMa,TruStrain™"
,17,7.608,0.01,24877,1.5707,154.7,22.369,0.145,0.15778,1,"WMa,TruStrain™"
,18,8.972,0.0101,23322,1.4727,143.77,28.331,0.197,0.14794,1,"WMa,TruStrain™"
,19,10.56,0.0101,23071,1.4569,142.8,24.931,0.175,0.14635,1,"WMa,TruStrain™"
,20,12.42,0.0101,22811,1.4405,141.47,22.99,0.163,0.14471,1,"WMa,TruStrain™"
,21,14.58,0.0101,23386,1.4768,144.99,23.865,0.165,0.14835,1,"WMa,TruStrain™"
,22,17.1,0.0101,22860,1.4435,141.92,22.108,0.156,0.14501,1,"WMa,TruStrain™"
,23,20.04,0.0101,22906,1.4465,142.22,22.075,0.155,0.14531,1,"WMa,TruStrain™"
,24,23.47,0.0101,23592,1.4898,146.32,23.77,0.162,0.14966,1,"WMa,TruStrain™"
,25,27.47,0.0101,23240,1.4676,143.67,26.125,0.182,0.14743,1,"WMa,TruStrain™"
,,,,,,,,,,,
Interval and data points:,2,25,,,,,,,,,
Interval data:,Point No.,Time,Shear Strain,Complex Viscosity,Shear Stress,Storage Modulus,Loss Modulus,Loss Factor,Torque,Frequency,Status
,,,,Fundamental,,,,,,,
,,[s],[1],[mPa·s],[Pa],[Pa],[Pa],[1],[µN·m],[Hz],
,1,27.58,0.0191,6.1456E+06,738.8,29740,24629,0.828,74.217,1,"WMa,TruStrain™"
,2,27.69,0.124,1.7914E+06,1400.6,4894.6,10136,2.071,140.69,1,"WMa,TruStrain™"
,3,27.83,0.442,6.7933E+05,1888.6,0.21342,4268.4,20000,189.73,1,"ME-,WMa,taD,TruStrain™"
,4,27.99,0.791,4.089E+05,2032.3,0.12846,2569.2,20000,204.16,1,"ME-,WMa,taD,TruStrain™"
,5,28.17,1.29,2.9545E+05,2392.9,92.711,1854.1,19.998,240.38,1,"ME-,WMa,TruStrain™"
,6,28.39,2.01,2.3801E+05,3012,93.392,1492.5,15.981,302.57,1,"WMa,TruStrain™"
,7,28.64,2.91,1.0919E+05,1998.8,0.034302,686.04,20000,200.79,1,"ME-,WMa,taD,TruStrain™"
,8,28.93,3.28,38098,784.78,98.888,218,2.204,78.836,1,"WMa,TruStrain™"
,9,29.28,3.44,10274,222.09,41.729,49.251,1.18,22.31,1,"MV-,WMa,TruStrain™"
,10,29.67,3.17,30808,612.9,15.183,192.98,12.71,61.57,1,"MV-,WMa,TruStrain™"
,11,30.14,2.97,21220,396.33,1.3514,133.32,98.653,39.814,1,"MV-,WMa,TruStrain™"
,12,30.68,2.82,12276,217.55,9.09,76.595,8.426,21.854,1,"MV-,WMa,TruStrain™"
,13,31.31,2.73,5342.2,91.476,9.6734,32.142,3.323,9.1893,1,"MV-,WMa,TruStrain™"
,14,32.05,2.66,3491.8,58.325,13.371,17.394,1.301,5.8591,1,"MV-,WMa,TruStrain™"
,15,32.91,2.59,2678,43.502,13.581,9.933,0.731,4.37,1,"MV-,WMa,TruStrain™"
,16,33.91,2.55,1917.1,30.749,11.688,2.913,0.249,3.0889,1,"MV-,WMa,TruStrain™"
,17,35.08,2.53,2274.5,36.09,10.588,9.599,0.907,3.6254,1,"WMa,TruStrain™"
,18,36.45,2.51,2747.7,43.418,10.462,13.733,1.313,4.3616,1,"WMa,TruStrain™"
,19,38.04,2.51,2814.5,44.435,10.169,14.468,1.423,4.4638,1,"WMa,TruStrain™"
,20,39.89,2.51,2793.7,44.107,9.9541,14.458,1.453,4.4308,1,"WMa,TruStrain™"
,21,42.06,2.51,2795.5,44.134,9.9677,14.463,1.451,4.4335,1,"WMa,TruStrain™"
,22,44.58,2.51,2750.8,43.427,9.7311,14.284,1.468,4.3624,1,"WMa,TruStrain™"
,23,47.52,2.51,2731.1,43.117,9.7217,14.141,1.455,4.3313,1,"WMa,TruStrain™"
,24,50.95,2.51,2708.7,42.763,9.6036,14.051,1.463,4.2958,1,"WMa,TruStrain™"
,25,54.95,2.51,2678.6,42.287,9.4579,13.921,1.472,4.2479,1,"WMa,TruStrain™"
,,,,,,,,,,,
Interval and data points:,3,25,,,,,,,,,
Interval data:,Point No.,Time,Shear Strain,Complex Viscosity,Shear Stress,Storage Modulus,Loss Modulus,Loss Factor,Torque,Frequency,Status
,,,,Fundamental,,,,,,,
,,[s],[1],[mPa·s],[Pa],[Pa],[Pa],[1],[µN·m],[Hz],
,1,55.05,2.51,40132,634.08,252.16,0.012608,0,63.697,1,"ME-,MV-,WMa,taD,TruStrain™"
,2,55.17,2.43,1.0043E+05,1531,22.337,630.65,28.233,153.8,1,"ME-,MV-,WMa,TruStrain™"
,3,55.31,2.15,1.5363E+05,2078.8,302.56,916.63,3.03,208.83,1,"MV-,WMa,TruStrain™"
,4,55.46,1.74,2.0714E+05,2260.2,549.05,1180,2.149,227.05,1,"MV-,WMa,TruStrain™"
,5,55.65,1.29,3.0768E+05,2492.1,1010.1,1648.3,1.632,250.34,1,"MV-,WMa,TruStrain™"
,6,55.86,0.733,5.7414E+05,2644.4,2518.6,2582.6,1.025,265.65,1,"MV-,WMa,TruStrain™"
,7,56.12,0.374,6.7491E+05,1586.7,2087.1,3691.4,1.769,159.39,1,"MV-,WMa,TruStrain™"
,8,56.41,0.36,1.4467E+05,327.32,702.05,577.36,0.822,32.881,1,"MV-,WMa,TruStrain™"
,9,56.75,0.254,3.9281E+05,627.41,1815.1,1672.5,0.921,63.027,1,"MV-,WMa,TruStrain™"
,10,57.15,0.0552,9.5555E+05,331.4,5999.3,233.58,0.039,33.291,1,"MV-,WMa,TruStrain™"
,11,57.62,0.00638,26653,1.0683,146.41,81.304,0.555,0.10731,1,"MV-,WMa,TruStrain™"
,12,58.16,0.00587,50735,1.8725,229.66,221.07,0.963,0.1881,1,"MV-,WMa,TruStrain™"
,13,58.79,0.00793,93338,4.6479,19.713,586.13,29.733,0.46691,1,"WMa,TruStrain™"
,14,59.53,0.0102,34965,2.2448,89.35,200.7,2.246,0.2255,1,"WMa,TruStrain™"
,15,60.39,0.0108,18236,1.2357,112.89,19.642,0.174,0.12414,1,"WMa,TruStrain™"
,16,61.39,0.0104,20942,1.369,131.23,9.6609,0.074,0.13752,1,"MV-,WMa,TruStrain™"
,17,62.56,0.0102,22053,1.4161,138.22,9.7703,0.071,0.14226,1,"WMa,TruStrain™"
