Project:,Project69,,,,,,,,,,
,,,,,,,,,,,
Test:,Test_r1,,,,,,,,,,
,,,,,,,,,,,
Result:,Stress Relaxation Initial,,,,,,,,,,
,,,,,,,,,,,
Interval and data points:,1,500,,,,,,,,,
Interval data:,Point No.,Time,Shear Strain,Complex Viscosity,Shear Stress,Storage Modulus,Loss Modulus,Loss Factor,Torque,Frequency,Status
,,,,Fundamental,,,,,,,
,,[s],[1],[mPa·s],[Pa],[Pa],[Pa],[1],[µN·m],[Hz],
,1,0.1,0.0493,,-373.4,,,,-37.51,,Dy_auto
,2,0.201,0.05,,32.049,,,,3.2195,,Dy_auto
,3,0.302,0.05,,30.52,,,,3.0659,,Dy_auto
,4,0.403,0.05,,28.442,,,,2.8571,,Dy_auto
,5,0.505,0.05,,21.542,,,,2.1641,,Dy_auto
,6,0.607,0.05,,42.437,,,,4.2631,,Dy_auto
,7,0.71,0.05,,25.697,,,,2.5814,,Dy_auto
,8,0.814,0.05,,35.186,,,,3.5346,,Dy_auto
,9,0.917,0.05,,23.956,,,,2.4065,,Dy_auto
,10,1.022,0.05,,29.709,,,,2.9845,,Dy_auto
,11,1.126,0.05,,27.118,,,,2.7241,,Dy_auto
,12,1.231,0.05,,38.714,,,,3.889,,Dy_auto
,13,1.337,0.05,,27.503,,,,2.7628,,Dy_auto
,14,1.443,0.05,,21.482,,,,2.1579,,Dy_auto
,15,1.55,0.05,,29.335,,,,2.9469,,Dy_auto
,16,1.657,0.05,,31.471,,,,3.1614,,Dy_auto
,17,1.765,0.05,,34.119,,,,3.4275,,Dy_auto
,18,1.873,0.05,,30.601,,,,3.074,,Dy_auto
,19,1.982,0.05,,26.211,,,,2.633,,Dy_auto
,20,2.091,0.05,,28.449,,,,2.8578,,Dy_auto
,21,2.201,0.05,,20.485,,,,2.0578,,Dy_auto
,22,2.311,0.05,,25.433,,,,2.5549,,Dy_auto
,23,2.421,0.05,,29.454,,,,2.9588,,Dy_auto
,24,2.533,0.05,,33.889,,,,3.4043,,Dy_auto
,25,2.644,0.05,,30.685,,,,3.0825,,Dy_auto
,26,2.757,0.05,,25.178,,,,2.5292,,Dy_auto
,27,2.869,0.05,,27.277,,,,2.7401,,Dy_auto
,28,2.983,0.05,,31.477,,,,3.1621,,Dy_auto
,29,3.096,0.05,,24.699,,,,2.4811,,Dy_auto
,30,3.211,0.05,,26.368,,,,2.6488,,Dy_auto
,31,3.325,0.05,,24.627,,,,2.474,,Dy_auto
,32,3.441,0.05,,26.272,,,,2.6392,,Dy_auto
,33,3.557,0.05,,29.715,,,,2.985,,Dy_auto
,34,3.673,0.05,,24.885,,,,2.4999,,Dy_auto
,35,3.79,0.05,,28.091,,,,2.8219,,Dy_auto
,36,3.908,0.05,,31.27,,,,3.1413,,Dy_auto
,37,4.026,0.05,,22.635,,,,2.2738,,Dy_auto
,38,4.144,0.05,,24.9,,,,2.5013,,Dy_auto
,39,4.264,0.05,,25.386,,,,2.5502,,Dy_auto
,40,4.383,0.05,,28.358,,,,2.8487,,Dy_auto
,41,4.504,0.05,,26.957,,,,2.708,,Dy_auto
,42,4.624,0.05,,28.879,,,,2.9011,,Dy_auto
,43,4.746,0.05,,26.658,,,,2.678,,Dy_auto
,44,4.868,0.05,,22.711,,,,2.2814,,Dy_auto
,45,4.99,0.05,,24.183,,,,2.4294,,Dy_auto
,46,5.113,0.05,,25.302,,,,2.5417,,Dy_auto
,47,5.237,0.05,,28.237,,,,2.8365,,Dy_auto
,48,5.361,0.05,,31.763,,,,3.1908,,Dy_auto
,49,5.486,0.05,,28.79,,,,2.8921,,Dy_auto
,50,5.611,0.05,,31.543,,,,3.1686,,Dy_auto
,51,5.737,0.05,,27.466,,,,2.7591,,Dy_auto
,52,5.864,0.05,,22.804,,,,2.2908,,Dy_auto
,53,5.991,0.05,,28.534,,,,2.8664,,Dy_auto
,54,6.119,0.05,,28.031,,,,2.8159,,Dy_auto
,55,6.247,0.05,,29.145,,,,2.9278,,Dy_auto
,56,6.376,0.05,,27.454,,,,2.7579,,Dy_auto
,57,6.505,0.05,,25.051,,,,2.5165,,Dy_auto
,58,6.635,0.05,,26.229,,,,2.6348,,Dy_auto
,59,6.766,0.05,,31.485,,,,3.1629,,Dy_auto
,60,6.897,0.05,,24.642,,,,2.4754,,Dy_auto
,61,7.029,0.05,,30.903,,,,3.1044,,Dy_auto
,62,7.162,0.05,,27.973,,,,2.8101,,Dy_auto
,63,7.295,0.05,,32.295,,,,3.2442,,Dy_auto
,64,7.429,0.05,,27.125,,,,2.7249,,Dy_auto
,65,7.563,0.05,,28.052,,,,2.818,,Dy_auto
,66,7.698,0.05,,26.837,,,,2.6959,,Dy_auto
,67,7.834,0.05,,25.44,,,,2.5556,,Dy_auto
,68,7.97,0.05,,24.967,,,,2.5081,,Dy_auto
,69,8.107,0.05,,26.426,,,,2.6546,,Dy_auto
,70,8.244,0.05,,27.078,,,,2.7202,,Dy_auto
,71,8.382,0.05,,27.601,,,,2.7727,,Dy_auto
,72,8.521,0.05,,23.882,,,,2.3991,,Dy_auto
,73,8.66,0.05,,23.335,,,,2.3441,,Dy_auto
,74,8.801,0.05,,25.019,,,,2.5133,,Dy_auto
,75,8.941,0.05,,25.667,,,,2.5784,,Dy_auto
,76,9.083,0.05,,24.34,,,,2.4451,,Dy_auto
,77,9.225,0.05,,26.852,,,,2.6974,,Dy_auto
,78,9.367,0.05,,26.756,,,,2.6877,,Dy_auto
,79,9.511,0.05,,25.443,,,,2.5559,,Dy_auto
,80,9.655,0.05,,30.13,,,,3.0267,,Dy_auto
,81,9.799,0.05,,25.258,,,,2.5373,,Dy_auto
,82,9.945,0.05,,24.29,,,,2.4401,,Dy_auto
,83,10.09,0.05,,25.805,,,,2.5922,,Dy_auto
,84,10.24,0.05,,26.429,,,,2.6549,,Dy_auto
,85,10.39,0.05,,25.844,,,,2.5961,,Dy_auto
,86,10.53,0.05,,28.868,,,,2.8999,,Dy_auto
,87,10.68,0.05,,24.982,,,,2.5096,,Dy_auto
,88,10.83,0.05,,25.381,,,,2.5497,,Dy_auto
,89,10.98,0.05,,27.478,,,,2.7603,,Dy_auto
,90,11.13,0.05,,27.608,,,,2.7734,,Dy_auto
,91,11.28,0.05,,25.486,,,,2.5602,,Dy_auto
,92,11.44,0.05,,25.472,,,,2.5588,,Dy_auto
,93,11.59,0.05,,30.027,,,,3.0164,,Dy_auto
,94,11.74,0.05,,27.574,,,,2.7699,,Dy_auto
,95,11.9,0.05,,27.846,,,,2.7973,,Dy_auto
,96,12.05,0.05,,23.058,,,,2.3163,,Dy_auto
,97,12.21,0.05,,28.668,,,,2.8798,,Dy_auto
,98,12.36,0.05,,24.468,,,,2.4579,,Dy_auto
,99,12.52,0.05,,26.797,,,,2.6919,,Dy_auto
,100,12.68,0.05,,28.168,,,,2.8296,,Dy_auto
,101,12.84,0.05,,26.869,,,,2.6991,,Dy_auto
,102,13,0.05,,26.393,,,,2.6513,,Dy_auto
,103,13.16,0.05,,24.059,,,,2.4168,,Dy_auto
,104,13.32,0.05,,26.316,,,,2.6435,,Dy_auto
,105,13.48,0.05,,28.652,,,,2.8783,,Dy_auto
,106,13.64,0.05,,29.081,,,,2.9214,,Dy_auto
,107,13.8,0.05,,22.444,,,,2.2547,,Dy_auto
,108,13.97,0.05,,29.6,,,,2.9735,,Dy_auto
,109,14.13,0.05,,24.8,,,,2.4913,,Dy_auto
,110,14.3,0.05,,24.416,,,,2.4527,,Dy_auto
,111,14.46,0.05,,14.21,,,,1.4275,,Dy_auto
,112,14.63,0.05,,16.934,,,,1.7011,,Dy_auto
,113,14.8,0.05,,32.385,,,,3.2533,,Dy_auto
,114,14.97,0.05,,37.491,,,,3.7661,,Dy_auto
,115,15.14,0.05,,31.25,,,,3.1392,,Dy_auto
,116,15.31,0.05,,21.12,,,,2.1217,,Dy_auto
,117,15.48,0.05,,23.443,,,,2.355,,Dy_auto
,118,15.65,0.05,,25.748,,,,2.5865,,Dy_auto
,119,15.82,0.05,,24.378,,,,2.4489,,Dy_auto
,120,15.99,0.05,,25.331,,,,2.5446,,Dy_auto
,121,16.17,0.05,,26.047,,,,2.6166,,Dy_auto
,122,16.34,0.05,,26.176,,,,2.6295,,Dy_auto
,123,16.52,0.05,,26.044,,,,2.6163,,Dy_auto
,124,16.7,0.05,,26.165,,,,2.6284,,Dy_auto
,125,16.87,0.05,,23.541,,,,2.3649,,Dy_auto
,126,17.05,0.05,,26.464,,,,2.6585,,Dy_auto
,127,17.23,0.05,,26.167,,,,2.6286,,Dy_auto
,128,17.41,0.05,,25.268,,,,2.5383,,Dy_auto
,129,17.59,0.05,,23.027,,,,2.3131,,Dy_auto
,130,17.77,0.05,,22.642,,,,2.2745,,Dy_auto
,131,17.95,0.05,,26.084,,,,2.6203,,Dy_auto
,132,18.14,0.05,,22.991,,,,2.3096,,Dy_auto
,133,18.32,0.05,,25.419,,,,2.5535,,Dy_auto
,134,18.51,0.05,,23.752,,,,2.386,,Dy_auto
,135,18.69,0.05,,22.892,,,,2.2996,,Dy_auto
,136,18.88,0.05,,24.231,,,,2.4342,,Dy_auto
,137,19.06,0.05,,24.787,,,,2.49,,Dy_auto
,138,19.25,0.05,,25.186,,,,2.5301,,Dy_auto
,139,19.44,0.05,,26.408,,,,2.6528,,Dy_auto
,140,19.63,0.05,,29.065,,,,2.9197,,Dy_auto
,141,19.82,0.05,,24.602,,,,2.4714,,Dy_auto
,142,20.01,0.05,,24.049,,,,2.4158,,Dy_auto
,143,20.21,0.05,,25.431,,,,2.5547,,Dy_auto
,144,20.4,0.05,,25.087,,,,2.5202,,Dy_auto
,145,20.59,0.05,,26.827,,,,2.6949,,Dy_auto
,146,20.79,0.05,,22.848,,,,2.2952,,Dy_auto
,147,20.99,0.05,,26.492,,,,2.6613,,Dy_auto
,148,21.18,0.05,,28.076,,,,2.8204,,Dy_auto
,149,21.38,0.05,,25.565,,,,2.5682,,Dy_auto
,150,21.58,0.05,,26.769,,,,2.6891,,Dy_auto
,151,21.78,0.05,,25.397,,,,2.5512,,Dy_auto
,152,21.98,0.05,,27.051,,,,2.7174,,Dy_auto
,153,22.18,0.05,,25.126,,,,2.524,,Dy_auto
,154,22.38,0.05,,26.37,,,,2.649,,Dy_auto
,155,22.59,0.05,,24.785,,,,2.4898,,Dy_auto
,156,22.79,0.05,,28.673,,,,2.8804,,Dy_auto
,157,23,0.05,,22.988,,,,2.3092,,Dy_auto
,158,23.2,0.05,,26.647,,,,2.6768,,Dy_auto
,159,23.41,0.05,,24.298,,,,2.4408,,Dy_auto
,160,23.62,0.05,,26.629,,,,2.6751,,Dy_auto
,161,23.83,0.05,,26.713,,,,2.6835,,Dy_auto
,162,24.04,0.05,,25.189,,,,2.5304,,Dy_auto
,163,24.25,0.05,,26.931,,,,2.7054,,Dy_auto
,164,24.46,0.05,,24.559,,,,2.467,,Dy_auto
,165,24.68,0.05,,23.107,,,,2.3212,,Dy_auto
,166,24.89,0.05,,24.459,,,,2.4571,,Dy_auto
,167,25.1,0.05,,25.869,,,,2.5986,,Dy_auto
,168,25.32,0.05,,25.737,,,,2.5854,,Dy_auto
,169,25.54,0.05,,25.69,,,,2.5807,,Dy_auto
,170,25.76,0.05,,26.234,,,,2.6353,,Dy_auto
,171,25.98,0.05,,24.661,,,,2.4774,,Dy_auto
,172,26.2,0.05,,25.795,,,,2.5912,,Dy_auto
,173,26.42,0.05,,23.923,,,,2.4032,,Dy_auto
,174,26.64,0.05,,26.494,,,,2.6614,,Dy_auto
,175,26.86,0.05,,26.076,,,,2.6195,,Dy_auto
,176,27.09,0.05,,25.492,,,,2.5608,,Dy_auto
,177,27.31,0.05,,27.198,,,,2.7322,,Dy_auto
,178,27.54,0.05,,26.593,,,,2.6715,,Dy_auto
,179,27.77,0.05,,24.545,,,,2.4656,,Dy_auto
,180,27.99,0.05,,26.067,,,,2.6186,,Dy_auto
,181,28.22,0.05,,24.326,,,,2.4437,,Dy_auto
,182,28.45,0.05,,25.4,,,,2.5516,,Dy_auto
,183,28.69,0.05,,26.214,,,,2.6333,,Dy_auto
,184,28.92,0.05,,25.107,,,,2.5222,,Dy_auto
,185,29.15,0.05,,23.487,,,,2.3594,,Dy_auto
,186,29.39,0.05,,27.027,,,,2.715,,Dy_auto
,187,29.62,0.05,,23.05,,,,2.3155,,Dy_auto
,188,29.86,0.05,,26.069,,,,2.6188,,Dy_auto
,189,30.1,0.05,,23.687,,,,2.3795,,Dy_auto
,190,30.34,0.05,,23.377,,,,2.3484,,Dy_auto
,191,30.58,0.05,,24.74,,,,2.4853,,Dy_auto
,192,30.82,0.05,,23.784,,,,2.3892,,Dy_auto
,193,31.06,0.05,,24.923,,,,2.5037,,Dy_auto
,194,31.3,0.05,,26.141,,,,2.626,,Dy_auto
,195,31.55,0.05,,24.907,,,,2.502,,Dy_auto
,196,31.8,0.05,,25.486,,,,2.5602,,Dy_auto
,197,32.04,0.05,,26.18,,,,2.6299,,Dy_auto
,198,32.29,0.05,,25.06,,,,2.5175,,Dy_auto
,199,32.54,0.05,,23.343,,,,2.345,,Dy_auto
,200,32.79,0.05,,25.283,,,,2.5398,,Dy_auto
,201,33.04,0.05,,24.56,,,,2.4672,,Dy_auto
,202,33.29,0.05,,25.048,,,,2.5162,,Dy_auto
,203,33.55,0.05,,24.412,,,,2.4523,,Dy_auto
,204,33.8,0.05,,26.849,,,,2.6971,,Dy_auto
,205,34.06,0.05,,26.283,,,,2.6403,,Dy_auto
,206,34.32,0.05,,25.956,,,,2.6074,,Dy_auto
,207,34.58,0.05,,25.519,,,,2.5636,,Dy_auto
,208,34.84,0.05,,25.326,,,,2.5442,,Dy_auto
,209,35.1,0.05,,25.055,,,,2.5169,,Dy_auto
,210,35.36,0.05,,25.242,,,,2.5357,,Dy_auto
,211,35.62,0.05,,25.46,,,,2.5576,,Dy_auto
,212,35.89,0.05,,25.761,,,,2.5878,,Dy_auto
,213,36.15,0.05,,25.207,,,,2.5322,,Dy_auto
,214,36.42,0.05,,24.248,,,,2.4358,,Dy_auto
,215,36.69,0.05,,25.255,,,,2.537,,Dy_auto
,216,36.96,0.05,,25.233,,,,2.5348,,Dy_auto
,217,37.23,0.05,,24.896,,,,2.501,,Dy_auto
,218,37.5,0.05,,24.88,,,,2.4993,,Dy_auto
,219,37.78,0.05,,25.643,,,,2.576,,Dy_auto
,220,38.05,0.05,,24.051,,,,2.416,,Dy_auto
,221,38.33,0.05,,26.139,,,,2.6258,,Dy_auto
,222,38.6,0.05,,26.286,,,,2.6406,,Dy_auto
,223,38.88,0.05,,23.658,,,,2.3766,,Dy_auto
,224,39.16,0.05,,24.731,,,,2.4843,,Dy_auto
,225,39.44,0.05,,23.01,,,,2.3114,,Dy_auto
,226,39.73,0.05,,26.385,,,,2.6505,,Dy_auto
,227,40.01,0.05,,23.736,,,,2.3844,,Dy_auto
,228,40.29,0.05,,26.221,,,,2.634,,Dy_auto
,229,40.58,0.05,,25.293,,,,2.5408,,Dy_auto
,230,40.87,0.05,,26.826,,,,2.6948,,Dy_auto
,231,41.16,0.05,,25.638,,,,2.5755,,Dy_auto
,232,41.45,0.05,,25.97,,,,2.6089,,Dy_auto
,233,41.74,0.05,,26.181,,,,2.6301,,Dy_auto
,234,42.03,0.05,,24.255,,,,2.4365,,Dy_auto
,235,42.33,0.05,,24.559,,,,2.4671,,Dy_auto
,236,42.62,0.05,,24.437,,,,2.4548,,Dy_auto
,237,42.92,0.05,,25.721,,,,2.5838,,Dy_auto
,238,43.22,0.05,,24.336,,,,2.4447,,Dy_auto
,239,43.52,0.05,,24.538,,,,2.465,,Dy_auto
,240,43.82,0.05,,25.747,,,,2.5865,,Dy_auto
,241,44.12,0.05,,23.36,,,,2.3466,,Dy_auto
,242,44.43,0.05,,24.736,,,,2.4849,,Dy_auto
,243,44.73,0.05,,26.569,,,,2.6691,,Dy_auto
,244,45.04,0.05,,24.627,,,,2.4739,,Dy_auto
,245,45.35,0.05,,24.281,,,,2.4391,,Dy_auto
,246,45.66,0.05,,26.149,,,,2.6268,,Dy_auto
,247,45.97,0.05,,25.645,,,,2.5762,,Dy_auto
,248,46.28,0.05,,26.414,,,,2.6534,,Dy_auto
,249,46.59,0.05,,25.596,,,,2.5713,,Dy_auto
,250,46.91,0.05,,24.458,,,,2.457,,Dy_auto
,251,47.23,0.05,,24.899,,,,2.5012,,Dy_auto
,252,47.55,0.05,,25.53,,,,2.5646,,Dy_auto
,253,47.87,0.05,,26.307,,,,2.6426,,Dy_auto
,254,48.19,0.05,,25.102,,,,2.5216,,Dy_auto
,255,48.51,0.05,,24.528,,,,2.4639,,Dy_auto
,256,48.83,0.05,,23.592,,,,2.3699,,Dy_auto
,257,49.16,0.05,,25.785,,,,2.5903,,Dy_auto
,258,49.49,0.05,,24.94,,,,2.5053,,Dy_auto
,259,49.82,0.05,,25.054,,,,2.5168,,Dy_auto
,260,50.15,0.05,,24.792,,,,2.4905,,Dy_auto
,261,50.48,0.05,,25.604,,,,2.5721,,Dy_auto
,262,50.81,0.05,,25.401,,,,2.5516,,Dy_auto
,263,51.15,0.05,,24.54,,,,2.4652,,Dy_auto
,264,51.48,0.05,,24.344,,,,2.4455,,Dy_auto
,265,51.82,0.05,,24.718,,,,2.4831,,Dy_auto
,266,52.16,0.05,,25.163,,,,2.5278,,Dy_auto
,267,52.5,0.05,,24.005,,,,2.4115,,Dy_auto
,268,52.85,0.05,,24.267,,,,2.4378,,Dy_auto
,269,53.19,0.05,,25.125,,,,2.524,,Dy_auto
,270,53.54,0.05,,23.98,,,,2.4089,,Dy_auto
,271,53.88,0.05,,24.429,,,,2.4541,,Dy_auto
,272,54.23,0.05,,24.52,,,,2.4631,,Dy_auto
,273,54.58,0.05,,25.979,,,,2.6098,,Dy_auto
,274,54.94,0.05,,24.316,,,,2.4427,,Dy_auto
,275,55.29,0.05,,25.024,,,,2.5138,,Dy_auto
,276,55.65,0.05,,23.998,,,,2.4108,,Dy_auto
,277,56,0.05,,24.623,,,,2.4735,,Dy_auto
,278,56.36,0.05,,23.832,,,,2.3941,,Dy_auto
,279,56.72,0.05,,26.539,,,,2.6659,,Dy_auto
,280,57.09,0.05,,25.255,,,,2.537,,Dy_auto
,281,57.45,0.05,,24.899,,,,2.5013,,Dy_auto
,282,57.81,0.05,,25.522,,,,2.5639,,Dy_auto
,283,58.18,0.05,,26.346,,,,2.6466,,Dy_auto
,284,58.55,0.05,,24.656,,,,2.4768,,Dy_auto
,285,58.92,0.05,,23.979,,,,2.4089,,Dy_auto
,286,59.29,0.05,,24.166,,,,2.4276,,Dy_auto
,287,59.67,0.05,,23.723,,,,2.3831,,Dy_auto
,288,60.04,0.05,,25.019,,,,2.5133,,Dy_auto
,289,60.42,0.05,,25.157,,,,2.5272,,Dy_auto
,290,60.8,0.05,,24.842,,,,2.4955,,Dy_auto
,291,61.18,0.05,,24.094,,,,2.4204,,Dy_auto
,292,61.57,0.05,,24.628,,,,2.474,,Dy_auto
,293,61.95,0.05,,24.793,,,,2.4906,,Dy_auto
,294,62.34,0.05,,25.03,,,,2.5145,,Dy_auto
,295,62.73,0.05,,24.635,,,,2.4747,,Dy_auto
,296,63.12,0.05,,25.775,,,,2.5893,,Dy_auto
,297,63.51,0.05,,23.443,,,,2.355,,Dy_auto
,298,63.9,0.05,,23.282,,,,2.3388,,Dy_auto
,299,64.3,0.05,,25.617,,,,2.5734,,Dy_auto
,300,64.69,0.05,,25.106,,,,2.522,,Dy_auto
,301,65.09,0.05,,24.115,,,,2.4225,,Dy_auto
,302,65.49,0.05,,25.249,,,,2.5364,,Dy_auto
,303,65.9,0.05,,23.843,,,,2.3952,,Dy_auto
,304,66.3,0.05,,25.311,,,,2.5426,,Dy_auto
,305,66.71,0.05,,25.079,,,,2.5193,,Dy_auto
,306,67.12,0.05,,26.048,,,,2.6167,,Dy_auto
,307,67.53,0.05,,25.939,,,,2.6057,,Dy_auto
,308,67.94,0.05,,24.643,,,,2.4755,,Dy_auto
,309,68.35,0.05,,24.918,,,,2.5032,,Dy_auto
,310,68.77,0.05,,24.507,,,,2.4619,,Dy_auto
,311,69.19,0.05,,25.824,,,,2.5942,,Dy_auto
,312,69.61,0.05,,24.122,,,,2.4232,,Dy_auto
,313,70.03,0.05,,23.149,,,,2.3254,,Dy_auto
,314,70.45,0.05,,25.817,,,,2.5935,,Dy_auto
,315,70.88,0.05,,26.294,,,,2.6414,,Dy_auto
,316,71.31,0.05,,24.585,,,,2.4697,,Dy_auto
,317,71.74,0.05,,24.578,,,,2.469,,Dy_auto
,318,72.17,0.05,,25.968,,,,2.6086,,Dy_auto
,319,72.6,0.05,,24.667,,,,2.478,,Dy_auto
,320,73.04,0.05,,23.858,,,,2.3966,,Dy_auto
,321,73.48,0.05,,25.552,,,,2.5668,,Dy_auto
,322,73.92,0.05,,25.368,,,,2.5484,,Dy_auto
,323,74.36,0.05,,24.62,,,,2.4732,,Dy_auto
,324,74.8,0.05,,24.401,,,,2.4512,,Dy_auto
,325,75.25,0.05,,24.129,,,,2.4239,,Dy_auto
,326,75.7,0.05,,25.916,,,,2.6034,,Dy_auto
,327,76.15,0.05,,24.272,,,,2.4383,,Dy_auto
,328,76.6,0.05,,23.76,,,,2.3868,,Dy_auto
,329,77.05,0.05,,24.914,,,,2.5027,,Dy_auto
,330,77.51,0.05,,23.726,,,,2.3834,,Dy_auto
,331,77.97,0.05,,23.898,,,,2.4007,,Dy_auto
,332,78.43,0.05,,24.396,,,,2.4507,,Dy_auto
,333,78.89,0.05,,25.254,,,,2.5369,,Dy_auto
,334,79.36,0.05,,25.076,,,,2.519,,Dy_auto
,335,79.82,0.05,,24.464,,,,2.4575,,Dy_auto
,336,80.29,0.05,,25.058,,,,2.5172,,Dy_auto
,337,80.76,0.05,,24.429,,,,2.4541,,Dy_auto
,338,81.24,0.05,,24.211,,,,2.4321,,Dy_auto
,339,81.71,0.05,,25.063,,,,2.5177,,Dy_auto
,340,82.19,0.05,,24.726,,,,2.4839,,Dy_auto
,341,82.67,0.05,,24.15,,,,2.426,,Dy_auto
,342,83.15,0.05,,24.59,,,,2.4702,,Dy_auto
